defined_class	defined_class_label	biological_process	biological_process_label	location	location_label
http://purl.obolibrary.org/obo/WBPhenotype_0000168	alae secretion variant	http://purl.obolibrary.org/obo/GO_0046903	secretion	http://purl.obolibrary.org/obo/WBbt_0007832	cuticular ala
