defined_class	defined_class_label	biological_process	biological_process_label
WBPhenotype:0000173	cell proliferation reduced	GO:0008283	cell population proliferation
WBPhenotype:0000182	apoptosis reduced	GO:0006915	apoptotic process
WBPhenotype:0002573	mitophagy reduced	GO:0000423	mitophagy
WBPhenotype:0002606	necrotic cell death decreased	GO:0070265	necrotic cell death
WBPhenotype:0002620	cell death decreased	GO:0008219	cell death
