defined_class	defined_class_label	anatomical_entity	anatomical_entity_label
WBPhenotype:0000684	fewer germ cells	WBbt:0006796	germ cell
WBPhenotype:0001597	muscle missing	WBbt:0003675	muscle cell
WBPhenotype:0002660	germline stem cell depletion	CL:0000086	germ line stem cell (sensu Nematoda and Protostomia)
