defined_class	defined_class_label	anatomical_entity	anatomical_entity_label
WBPhenotype:0002552	cell phenotype	http://purl.obolibrary.org/obo/WBbt_0004017	Cell
WBPhenotype:0002553	organ phenotype	http://purl.obolibrary.org/obo/WBbt_0003760	organ
WBPhenotype:0002554	organ system phenotype	http://purl.obolibrary.org/obo/WBbt_0005746	Organ system
WBPhenotype:0002555	organismal phenotype	http://purl.obolibrary.org/obo/WBbt_0007833	organism
WBPhenotype:0002556	tissue phenotype	http://purl.obolibrary.org/obo/WBbt_0005729	Tissue
WBPhenotype:0002557	body region phenotype	http://purl.obolibrary.org/obo/WBbt_0005738	body region
WBPhenotype:0002558	extracellular component phenotype	http://purl.obolibrary.org/obo/WBbt_0005732	extracellular component
