defined_class	defined_class_label	chemical_entity	chemical_entity_label
http://purl.obolibrary.org/obo/WBPhenotype_0000136	mRNA levels increased	http://purl.obolibrary.org/obo/CHEBI_33699	messenger RNA
http://purl.obolibrary.org/obo/WBPhenotype_0001184	fat content increased	http://purl.obolibrary.org/obo/CHEBI_18059	lipid
